"Time (s) run 1","Angle, Ch P2 (rad) run 1","Time (s) Run #2","Angle, Ch P2 (rad) Run #2","Time (s) 1.11","Angle, Ch P2 (rad) 1.11","Time (s) Run #4","Angle, Ch P2 (rad) Run #4","Time (s) Run #5","Angle, Ch P2 (rad) Run #5","Time (s) Run #6","Angle, Ch P2 (rad) Run #6","Time (s) Run #7","Angle, Ch P2 (rad) Run #7","Time (s) Run #8","Angle, Ch P2 (rad) Run #8","Time (s) Run #9","Angle, Ch P2 (rad) Run #9","Time (s) Run #10","Angle, Ch P2 (rad) Run #10"
,,,,,,,,,,50.630,0.3094471075,,,,,50.630,1.3210406975,,
,,,,,,,,,,50.640,0.2921683350,,,,,50.640,1.3194699000,,
,,,,,,,,,,50.650,0.2748895625,,,,,50.650,1.3163283050,,
,,,,,,,,,,50.660,0.2576107900,,,,,50.660,1.3116159125,,
,,,,,,,,,,50.670,0.2403320175,,,,,50.670,1.3069035200,,
,,,,,,,,,,50.680,0.2230532450,,,,,50.680,1.3021911275,,
,,,,,,,,,,50.690,0.2073452700,,,,,50.690,1.2959079375,,
,,,,,,,,,,50.700,0.1900664975,,,,,50.700,1.2880539500,,
,,,,,,,,,,50.710,0.1743585225,,,,,50.710,1.2801999625,,
,,,,,,,,,,50.720,0.1586505475,,,,,50.720,1.2707751775,,
,,,,,,,,,,50.730,0.1429425725,,,,,50.730,1.2597795950,,
,,,,,,,,,,50.740,0.1272345975,,,,,50.740,1.2487840125,,
,,,,,,,,,,50.750,0.1130974200,,,,,50.750,1.2377884300,,
,,,,,,,,,,50.760,0.0973894450,,,,,50.760,1.2252220500,,
,,,,,,,,,,50.770,0.0832522675,,,,,50.770,1.2126556700,,
,,,,,,,,,,50.780,0.0706858875,,,,,50.780,1.1985184925,,
,,,,,,,,,,50.790,0.0565487100,,,,,50.790,1.1828105175,,
,,,,,,,,,,50.800,0.0439823300,,,,,50.800,1.1671025425,,
,,,,,,,,,,50.810,0.0314159500,,,,,50.810,1.1513945675,,
,,,,,,,,,,50.820,0.0188495700,,,,,50.820,1.1341157950,,
,,,,,,,,,,50.830,0.0078539875,,,,,50.830,1.1152662250,,
,,,,,,,,,,50.840,-0.0031415950,,,,,50.840,1.0979874525,,
,,,,,,,,,,50.850,-0.0141371775,,,,,50.850,1.0791378825,,
,,,,,,,,,,50.860,-0.0235619625,,,,,50.860,1.0587175150,,
,,,,,,,,,,50.870,-0.0329867475,,,,,50.870,1.0382971475,,
,,,,,,,,,,50.880,-0.0408407350,,,,,50.880,1.0178767800,,
,,,,,,,,,,50.890,-0.0486947225,,,,,50.890,0.9958856150,,
,,,,,,,,,,50.900,-0.0565487100,,,,,50.900,0.9754652475,,
,,,,,,,,,,50.910,-0.0628319000,,,,,50.910,0.9534740825,,
,,,,,,,,,,50.920,-0.0691150900,,,,,50.920,0.9299121200,,
,,,,,,,,,,50.930,-0.0753982800,,,,,50.930,0.9079209550,,
,,,,,,,,,,50.940,-0.0801106725,,,,,50.940,0.8843589925,,
,,,,,,,,,,50.950,-0.0848230650,,,,,50.950,0.8607970300,,
,,,,,,,,,,50.960,-0.0879646600,,,,,50.960,0.8372350675,,
,,,,,,,,,,50.970,-0.0911062550,,,,,50.970,0.8136731050,,
,,,,,,,,,,50.980,-0.0926770525,,,,,50.980,0.7885403450,,
,,,,,,,,,,50.990,-0.0942478500,,,,,50.990,0.7649783825,,
,,,,,,,,,,51.000,-0.0958186475,,,,,51.000,0.7398456225,,
,,,,,,,,,,51.010,-0.0958186475,,,,,51.010,0.7162836600,,
,,,,,,,,,,51.020,-0.0958186475,,,,,51.020,0.6927216975,,
,,,,,,,,,,51.030,-0.0942478500,,,,,51.030,0.6675889375,,
,,,,,,,,,,51.040,-0.0926770525,,,,,51.040,0.6440269750,,
,,,,,,,,,,51.050,-0.0895354575,,,,,51.050,0.6188942150,,
,,,,,,,,,,51.060,-0.0863938625,,,,,51.060,0.5953322525,,
,,,,,,,,,,51.070,-0.0832522675,,,,,51.070,0.5717702900,,
,,,,,,,,,,51.080,-0.0785398750,,,,,51.080,0.5482083275,,
,,,,,,,,,,51.090,-0.0722566850,,,,,51.090,0.5246463650,,
,,,,,,,,,,51.100,-0.0675442925,,,,,51.100,0.5010844025,,
,,,,,,,,,,51.110,-0.0612611025,,,,,51.110,0.4790932375,,
,,,,,,,,,,51.120,-0.0534071150,,,,,51.120,0.4555312750,,
,,,,,,,,,,51.130,-0.0455531275,,,,,51.130,0.4335401100,,
,,,,,,,,,,51.140,-0.0376991400,,,,,51.140,0.4131197425,,
,,,,,,,,,,51.150,-0.0282743550,,,,,51.150,0.3911285775,,
,,,,,,,,,,51.160,-0.0188495700,,,,,51.160,0.3707082100,,
,,,,,,,,,,51.170,-0.0094247850,,,,,51.170,0.3502878425,,
,,,,,,,,,,51.180,0.0015707975,,,,,51.180,0.3314382725,,
,,,,,,,,,,51.190,0.0125663800,,,,,51.190,0.3125887025,,
,,,,,,,,,,51.200,0.0235619625,,,,,51.200,0.2937391325,,
,,,,,,,,,,51.210,0.0361283425,,,,,51.210,0.2764603600,,
,,,,,,,,,,51.220,0.0486947225,,,,,51.220,0.2591815875,,
,,,,,,,,,,51.230,0.0612611025,,,,,51.230,0.2434736125,,
,,,,,,,,,,51.240,0.0753982800,,,,,51.240,0.2277656375,,
,,,,,,,,,,51.250,0.0895354575,,,,,51.250,0.2120576625,,
,,,,,,,,,,51.260,0.1036726350,,,,,51.260,0.1979204850,,
,,,,,,,,,,51.270,0.1178098125,,,,,51.270,0.1853541050,,
,,,,,,,,,,51.280,0.1335177875,,,,,51.280,0.1727877250,,
,,,,,,,,,,51.290,0.1492257625,,,,,51.290,0.1602213450,,
,,,,,,,,,,51.300,0.1649337375,,,,,51.300,0.1492257625,,
,,,,,,,,,,51.310,0.1806417125,,,,,51.310,0.1398009775,,
,,,,,,,,,,51.320,0.1963496875,,,,,51.320,0.1303761925,,
,,,,,,,,,,51.330,0.2136284600,,,,,51.330,0.1225222050,,
,,,,,,,,,,51.340,0.2309072325,,,,,51.340,0.1146682175,,
,,,,,,,,,,51.350,0.2466152075,,,,,51.350,0.1083850275,,
,,,,,,,,,,51.360,0.2638939800,,,,,51.360,0.1021018375,,
,,,,,,,,,,51.370,0.2811727525,,,,,51.370,0.0973894450,,
,,,,,,,,,,51.380,0.2984515250,,,,,51.380,0.0942478500,,
,,,,,,,,,,51.390,0.3157302975,,,,,51.390,0.0911062550,,
,,,,,,,,,,51.400,0.3330090700,,,,,51.400,0.0879646600,,
,,,,,,,,,,51.410,0.3502878425,,,,,51.410,0.0879646600,,
,,,,,,,,,,51.420,0.3675666150,,,,,51.420,0.0863938625,,
,,,,,,,,,,51.430,0.3848453875,,,,,51.430,0.0879646600,,
,,,,,,,,,,51.440,0.4021241600,,,,,51.440,0.0895354575,,
,,,,,,,,,,51.450,0.4194029325,,,,,51.450,0.0926770525,,
,,,,,,,,,,51.460,0.4366817050,,,,,51.460,0.0958186475,,
,,,,,,,,,,51.470,0.4539604775,,,,,51.470,0.1005310400,,
,,,,,,,,,,51.480,0.4712392500,,,,,51.480,0.1052434325,,
,,,,,,,,,,51.490,0.4869472250,,,,,51.490,0.1115266225,,
,,,,,,,,,,51.500,0.5042259975,,,,,51.500,0.1193806100,,
,,,,,,,,,,51.510,0.5199339725,,,,,51.510,0.1272345975,,
,,,,,,,,,,51.520,0.5356419475,,,,,51.520,0.1350885850,,
,,,,,,,,,,51.530,0.5513499225,,,,,51.530,0.1460841675,,
,,,,,,,,,,51.540,0.5654871000,,,,,51.540,0.1555089525,,
,,,,,,,,,,51.550,0.5811950750,,,,,51.550,0.1680753325,,
,,,,,,,,,,51.560,0.5953322525,,,,,51.560,0.1806417125,,
,,,,,,,,,,51.570,0.6094694300,,,,,51.570,0.1932080925,,
,,,,,,,,,,51.580,0.6236066075,,,,,51.580,0.2073452700,,
,,,,,,,,,,51.590,0.6361729875,,,,,51.590,0.2214824475,,
,,,,,,,,,,51.600,0.6487393675,,,,,51.600,0.2371904225,,
,,,,,,,,,,51.610,0.6613057475,,,,,51.610,0.2528983975,,
,,,,,,,,,,51.620,0.6723013300,,,,,51.620,0.2701771700,,
,,,,,,,,,,51.630,0.6848677100,,,,,51.630,0.2874559425,,
,,,,,,,,,,51.640,0.6942924950,,,,,51.640,0.3047347150,,
,,,,,,,,,,51.650,0.7052880775,,,,,51.650,0.3235842850,,
,,,,,,,,,,51.660,0.7147128625,,,,,51.660,0.3424338550,,
,,,,,,,,,,51.670,0.7225668500,,,,,51.670,0.3628542225,,
,,,,,,,,,,51.680,0.7319916350,,,,,51.680,0.3832745900,,
,,,,,,,,,,51.690,0.7398456225,,,,,51.690,0.4036949575,,
,,,,,,,,,,51.700,0.7461288125,,,,,51.700,0.4256861225,,
,,,,,,,,,,51.710,0.7524120025,,,,,51.710,0.4476772875,,
,,,,,,,,,,51.720,0.7586951925,,,,,51.720,0.4696684525,,
,,,,,,,,,,51.730,0.7634075850,,,,,51.730,0.4916596175,,
,,,,,,,,,,51.740,0.7681199775,,,,,51.740,0.5152215800,,
,,,,,,,,,,51.750,0.7728323700,,,,,51.750,0.5387835425,,
,,,,,,,,,,51.760,0.7759739650,,,,,51.760,0.5623455050,,
,,,,,,,,,,51.770,0.7775447625,,,,,51.770,0.5859074675,,
,,,,,,,,,,51.780,0.7806863575,,,,,51.780,0.6094694300,,
,,,,,,,,,,51.790,0.7806863575,,,,,51.790,0.6330313925,,
,,,,,,,,,,51.800,0.7822571550,,,,,51.800,0.6581641525,,
,,,,,,,,,,51.810,0.7806863575,,,,,51.810,0.6817261150,,
,,,,,,,,,,51.820,0.7806863575,,,,,51.820,0.7068588750,,
,,,,,,,,,,51.830,0.7791155600,,,,,51.830,0.7304208375,,
,,,,,,,,,,51.840,0.7759739650,,,,,51.840,0.7555535975,,
,,,,,,,,,,51.850,0.7744031675,,,,,51.850,0.7791155600,,
,,,,,,,,,,51.860,0.7696907750,,,,,51.860,0.8026775225,,
,,,,,,,,,,51.870,0.7665491800,,,,,51.870,0.8278102825,,
,,,,,,,,,,51.880,0.7602659900,,,,,51.880,0.8513722450,,
,,,,,,,,,,51.890,0.7555535975,,,,,51.890,0.8749342075,,
,,,,,,,,,,51.900,0.7492704075,,,,,51.900,0.8969253725,,
,,,,,,,,,,51.910,0.7414164200,,,,,51.910,0.9204873350,,
,,,,,,,,,,51.920,0.7351332300,,,,,51.920,0.9424785000,,
,,,,,,,,,,51.930,0.7257084450,,,,,51.930,0.9660404625,,
,,,,,,,,,,51.940,0.7178544575,,,,,51.940,0.9864608300,,
,,,,,,,,,,51.950,0.7084296725,,,,,51.950,1.0084519950,,
,,,,,,,,,,51.960,0.6990048875,,,,,51.960,1.0288723625,,
,,,,,,,,,,51.970,0.6880093050,,,,,51.970,1.0492927300,,
,,,,,,,,,,51.980,0.6770137225,,,,,51.980,1.0697130975,,
,,,,,,,,,,51.990,0.6660181400,,,,,51.990,1.0885626675,,
,,,,,,,,,,52.000,0.6534517600,,,,,52.000,1.1074122375,,
,,,,,,,,,,52.010,0.6408853800,,,,,52.010,1.1246910100,,
,,,,,,,,,,52.020,0.6283190000,,,,,52.020,1.1419697825,,
,,,,,,,,,,52.030,0.6141818225,,,,,52.030,1.1592485550,,
,,,,,,,,,,52.040,0.6016154425,,,,,52.040,1.1749565300,,
,,,,,,,,,,52.050,0.5859074675,,,,,52.050,1.1906645050,,
,,,,,,,,,,52.060,0.5717702900,,,,,52.060,1.2048016825,,
,,,,,,,,,,52.070,0.5576331125,,,,,52.070,1.2189388600,,
,,,,,,,,,,52.080,0.5419251375,,,,,52.080,1.2315052400,,
,,,,,,,,,,52.090,0.5262171625,,,,,52.090,1.2425008225,,
,,,,,,,,,,52.100,0.5105091875,,,,,52.100,1.2550672025,,
,,,,,,,,,,52.110,0.4932304150,,,,,52.110,1.2644919875,,
,,,,,,,,,,52.120,0.4775224400,,,,,52.120,1.2739167725,,
,,,,,,,,,,52.130,0.4602436675,,,,,52.130,1.2833415575,,
,,,,,,,,,,52.140,0.4445356925,,,,,52.140,1.2911955450,,
,,,,,,,,,,52.150,0.4272569200,,,,,52.150,1.2974787350,,
,,,,,,,,,,52.160,0.4099781475,,,,,52.160,1.3037619250,,
,,,,,,,,,,52.170,0.3926993750,,,,,52.170,1.3084743175,,
,,,,,,,,,,52.180,0.3754206025,,,,,52.180,1.3116159125,,
,,,,,,,,,,52.190,0.3581418300,,,,,52.190,1.3147575075,,
,,,,,,,,,,52.200,0.3408630575,,,,,52.200,1.3178991025,,
,,,,,,,,,,52.210,0.3220134875,,,,,52.210,1.3194699000,,
,,,,,,,,,,52.220,0.3047347150,,,,,52.220,1.3194699000,,
,,,,,,,,,,52.230,0.2874559425,,,,,52.230,1.3194699000,,
,,,,,,,,,,52.240,0.2701771700,,,,,52.240,1.3178991025,,
,,,,,,,,,,52.250,0.2544691950,,,,,52.250,1.3147575075,,
,,,,,,,,,,52.260,0.2371904225,,,,,52.260,1.3116159125,,
,,,,,,,,,,52.270,0.2199116500,,,,,52.270,1.3069035200,,
,,,,,,,,,,52.280,0.2042036750,,,,,52.280,1.3021911275,,
,,,,,,,,,,52.290,0.1869249025,,,,,52.290,1.2959079375,,
,,,,,,,,,,52.300,0.1712169275,,,,,52.300,1.2880539500,,
,,,,,,,,,,52.310,0.1555089525,,,,,52.310,1.2801999625,,
,,,,,,,,,,52.320,0.1398009775,,,,,52.320,1.2723459750,,
,,,,,,,,,,52.330,0.1240930025,,,,,52.330,1.2629211900,,
,,,,,,,,,,52.340,0.1099558250,,,,,52.340,1.2519256075,,
,,,,,,,,,,52.350,0.0958186475,,,,,52.350,1.2409300250,,
,,,,,,,,,,52.360,0.0816814700,,,,,52.360,1.2283636450,,
,,,,,,,,,,52.370,0.0675442925,,,,,52.370,1.2142264675,,
,,,,,,,,,,52.380,0.0549779125,,,,,52.380,1.2016600875,,
,,,,,,,,,,52.390,0.0424115325,,,,,52.390,1.1859521125,,
,,,,,,,,,,52.400,0.0298451525,,,,,52.400,1.1718149350,,
,,,,,,,,,,52.410,0.0172787725,,,,,52.410,1.1545361625,,
,,,,,,,,,,52.420,0.0062831900,,,,,52.420,1.1388281875,,
,,,,,,,,,,52.430,-0.0047123925,,,,,52.430,1.1215494150,,
,,,,,,,,,,52.440,-0.0141371775,,,,,52.440,1.1026998450,,
,,,,,,,,,,52.450,-0.0235619625,,,,,52.450,1.0838502750,,
,,,,,,,,,,52.460,-0.0329867475,,,,,52.460,1.0650007050,,
,,,,,,,,,,52.470,-0.0424115325,,,,,52.470,1.0445803375,,
,,,,,,,,,,52.480,-0.0502655200,,,,,52.480,1.0241599700,,
,,,,,,,,,,52.490,-0.0565487100,,,,,52.490,1.0037396025,,
,,,,,,,,,,52.500,-0.0628319000,,,,,52.500,0.9817484375,,
,,,,,,,,,,52.510,-0.0691150900,,,,,52.510,0.9597572725,,
,,,,,,,,,,52.520,-0.0753982800,,,,,52.520,0.9377661075,,
,,,,,,,,,,52.530,-0.0801106725,,,,,52.530,0.9157749425,,
,,,,,,,,,,52.540,-0.0832522675,,,,,52.540,0.8922129800,,
,,,,,,,,,,52.550,-0.0879646600,,,,,52.550,0.8686510175,,
,,,,,,,,,,52.560,-0.0895354575,,,,,52.560,0.8450890550,,
,,,,,,,,,,52.570,-0.0926770525,,,,,52.570,0.8215270925,,
,,,,,,,,,,52.580,-0.0926770525,,,,,52.580,0.7979651300,,
,,,,,,,,,,52.590,-0.0942478500,,,,,52.590,0.7744031675,,
,,,,,,,,,,52.600,-0.0942478500,,,,,52.600,0.7492704075,,
,,,,,,,,,,52.610,-0.0942478500,,,,,52.610,0.7257084450,,
,,,,,,,,,,52.620,-0.0926770525,,,,,52.620,0.7005756850,,
,,,,,,,,,,52.630,-0.0911062550,,,,,52.630,0.6770137225,,
,,,,,,,,,,52.640,-0.0879646600,,,,,52.640,0.6518809625,,
,,,,,,,,,,52.650,-0.0848230650,,,,,52.650,0.6283190000,,
,,,,,,,,,,52.660,-0.0801106725,,,,,52.660,0.6047570375,,
,,,,,,,,,,52.670,-0.0753982800,,,,,52.670,0.5811950750,,
,,,,,,,,,,52.680,-0.0706858875,,,,,52.680,0.5576331125,,
,,,,,,,,,,52.690,-0.0644026975,,,,,52.690,0.5340711500,,
,,,,,,,,,,52.700,-0.0581195075,,,,,52.700,0.5105091875,,
,,,,,,,,,,52.710,-0.0502655200,,,,,52.710,0.4869472250,,
,,,,,,,,,,52.720,-0.0424115325,,,,,52.720,0.4649560600,,
,,,,,,,,,,52.730,-0.0345575450,,,,,52.730,0.4429648950,,
,,,,,,,,,,52.740,-0.0251327600,,,,,52.740,0.4209737300,,
,,,,,,,,,,52.750,-0.0157079750,,,,,52.750,0.4005533625,,
,,,,,,,,,,52.760,-0.0062831900,,,,,52.760,0.3801329950,,
,,,,,,,,,,52.770,0.0047123925,,,,,52.770,0.3597126275,,
,,,,,,,,,,52.780,0.0157079750,,,,,52.780,0.3392922600,,
,,,,,,,,,,52.790,0.0282743550,,,,,52.790,0.3204426900,,
,,,,,,,,,,52.800,0.0392699375,,,,,52.800,0.3015931200,,
,,,,,,,,,,52.810,0.0518363175,,,,,52.810,0.2843143475,,
,,,,,,,,,,52.820,0.0659734950,,,,,52.820,0.2670355750,,
,,,,,,,,,,52.830,0.0785398750,,,,,52.830,0.2497568025,,
,,,,,,,,,,52.840,0.0926770525,,,,,52.840,0.2340488275,,
,,,,,,,,,,52.850,0.1083850275,,,,,52.850,0.2199116500,,
,,,,,,,,,,52.860,0.1225222050,,,,,52.860,0.2057744725,,
,,,,,,,,,,52.870,0.1382301800,,,,,52.870,0.1916372950,,
,,,,,,,,,,52.880,0.1523673575,,,,,52.880,0.1790709150,,
,,,,,,,,,,52.890,0.1680753325,,,,,52.890,0.1665045350,,
,,,,,,,,,,52.900,0.1853541050,,,,,52.900,0.1555089525,,
,,,,,,,,,,52.910,0.2010620800,,,,,52.910,0.1445133700,,
,,,,,,,,,,52.920,0.2167700550,,,,,52.920,0.1350885850,,
,,,,,,,,,,52.930,0.2340488275,,,,,52.930,0.1272345975,,
,,,,,,,,,,52.940,0.2513276000,,,,,52.940,0.1193806100,,
,,,,,,,,,,52.950,0.2686063725,,,,,52.950,0.1130974200,,
,,,,,,,,,,52.960,0.2858851450,,,,,52.960,0.1068142300,,
,,,,,,,,,,52.970,0.3031639175,,,,,52.970,0.1005310400,,
,,,,,,,,,,52.980,0.3204426900,,,,,52.980,0.0973894450,,
,,,,,,,,,,52.990,0.3377214625,,,,,52.990,0.0942478500,,
,,,,,,,,,,53.000,0.3550002350,,,,,53.000,0.0911062550,,
,,,,,,,,,,53.010,0.3722790075,,,,,53.010,0.0895354575,,
,,,,,,,,,,53.020,0.3895577800,,,,,53.020,0.0895354575,,
,,,,,,,,,,53.030,0.4068365525,,,,,53.030,0.0895354575,,
,,,,,,,,,,53.040,0.4241153250,,,,,53.040,0.0911062550,,
,,,,,,,,,,53.050,0.4413940975,,,,,53.050,0.0926770525,,
,,,,,,,,,,53.060,0.4571020725,,,,,53.060,0.0973894450,,
,,,,,,,,,,53.070,0.4743808450,,,,,53.070,0.1005310400,,
,,,,,,,,,,53.080,0.4900888200,,,,,53.080,0.1052434325,,
,,,,,,,,,,53.090,0.5073675925,,,,,53.090,0.1115266225,,
,,,,,,,,,,53.100,0.5230755675,,,,,53.100,0.1178098125,,
,,,,,,,,,,53.110,0.5387835425,,,,,53.110,0.1256638000,,
,,,,,,,,,,53.120,0.5544915175,,,,,53.120,0.1350885850,,
,,,,,,,,,,53.130,0.5686286950,,,,,53.130,0.1445133700,,
,,,,,,,,,,53.140,0.5843366700,,,,,53.140,0.1539381550,,
,,,,,,,,,,53.150,0.5984738475,,,,,53.150,0.1649337375,,
,,,,,,,,,,53.160,0.6126110250,,,,,53.160,0.1775001175,,
,,,,,,,,,,53.170,0.6251774050,,,,,53.170,0.1900664975,,
,,,,,,,,,,53.180,0.6377437850,,,,,53.180,0.2042036750,,
,,,,,,,,,,53.190,0.6503101650,,,,,53.190,0.2183408525,,
,,,,,,,,,,53.200,0.6628765450,,,,,53.200,0.2324780300,,
,,,,,,,,,,53.210,0.6738721275,,,,,53.210,0.2481860050,,
,,,,,,,,,,53.220,0.6848677100,,,,,53.220,0.2654647775,,
,,,,,,,,,,53.230,0.6958632925,,,,,53.230,0.2827435500,,
,,,,,,,,,,53.240,0.7052880775,,,,,53.240,0.3000223225,,
,,,,,,,,,,53.250,0.7147128625,,,,,53.250,0.3188718925,,
,,,,,,,,,,53.260,0.7241376475,,,,,53.260,0.3377214625,,
,,,,,,,,,,53.270,0.7319916350,,,,,53.270,0.3565710325,,
,,,,,,,,,,53.280,0.7398456225,,,,,53.280,0.3769914000,,
,,,,,,,,,,53.290,0.7461288125,,,,,53.290,0.3974117675,,
,,,,,,,,,,53.300,0.7524120025,,,,,53.300,0.4194029325,,
,,,,,,,,,,53.310,0.7586951925,,,,,53.310,0.4413940975,,
,,,,,,,,,,53.320,0.7634075850,,,,,53.320,0.4633852625,,
,,,,,,,,,,53.330,0.7681199775,,,,,53.330,0.4853764275,,
,,,,,,,,,,53.340,0.7712615725,,,,,53.340,0.5073675925,,
,,,,,,,,,,53.350,0.7744031675,,,,,53.350,0.5309295550,,
,,,,,,,,,,53.360,0.7775447625,,,,,53.360,0.5544915175,,
,,,,,,,,,,53.370,0.7791155600,,,,,53.370,0.5780534800,,
,,,,,,,,,,53.380,0.7806863575,,,,,53.380,0.6016154425,,
,,,,,,,,,,53.390,0.7806863575,,,,,53.390,0.6251774050,,
,,,,,,,,,,53.400,0.7806863575,,,,,53.400,0.6487393675,,
,,,,,,,,,,53.410,0.7791155600,,,,,53.410,0.6738721275,,
,,,,,,,,,,53.420,0.7775447625,,,,,53.420,0.6974340900,,
,,,,,,,,,,53.430,0.7744031675,,,,,53.430,0.7225668500,,
,,,,,,,,,,53.440,0.7712615725,,,,,53.440,0.7461288125,,
,,,,,,,,,,53.450,0.7681199775,,,,,53.450,0.7696907750,,
,,,,,,,,,,53.460,0.7634075850,,,,,53.460,0.7948235350,,
,,,,,,,,,,53.470,0.7586951925,,,,,53.470,0.8183854975,,
,,,,,,,,,,53.480,0.7524120025,,,,,53.480,0.8419474600,,
,,,,,,,,,,53.490,0.7461288125,,,,,53.490,0.8655094225,,
,,,,,,,,,,53.500,0.7398456225,,,,,53.500,0.8890713850,,
,,,,,,,,,,53.510,0.7319916350,,,,,53.510,0.9110625500,,
,,,,,,,,,,53.520,0.7241376475,,,,,53.520,0.9346245125,,
,,,,,,,,,,53.530,0.7147128625,,,,,53.530,0.9566156775,,
,,,,,,,,,,53.540,0.7052880775,,,,,53.540,0.9786068425,,
,,,,,,,,,,53.550,0.6958632925,,,,,53.550,1.0005980075,,
,,,,,,,,,,53.560,0.6848677100,,,,,53.560,1.0210183750,,
,,,,,,,,,,53.570,0.6738721275,,,,,53.570,1.0414387425,,
,,,,,,,,,,53.580,0.6613057475,,,,,53.580,1.0618591100,,
,,,,,,,,,,53.590,0.6503101650,,,,,53.590,1.0807086800,,
,,,,,,,,,,53.600,0.6377437850,,,,,53.600,1.0995582500,,
,,,,,,,,,,53.610,0.6236066075,,,,,53.610,1.1168370225,,
,,,,,,,,,,53.620,0.6110402275,,,,,53.620,1.1341157950,,
,,,,,,,,,,53.630,0.5969030500,,,,,53.630,1.1513945675,,
,,,,,,,,,,53.640,0.5827658725,,,,,53.640,1.1671025425,,
,,,,,,,,,,53.650,0.5670578975,,,,,53.650,1.1828105175,,
,,,,,,,,,,53.660,0.5529207200,,,,,53.660,1.1985184925,,
,,,,,,,,,,53.670,0.5372127450,,,,,53.670,1.2110848725,,
,,,,,,,,,,53.680,0.5215047700,,,,,53.680,1.2252220500,,
,,,,,,,,,,53.690,0.5057967950,,,,,53.690,1.2377884300,,
,,,,,,,,,,53.700,0.4900888200,,,,,53.700,1.2487840125,,
,,,,,,,,,,53.710,0.4728100475,,,,,53.710,1.2597795950,,
,,,,,,,,,,53.720,0.4555312750,,,,,53.720,1.2692043800,,
,,,,,,,,,,53.730,0.4398233000,,,,,53.730,1.2770583675,,
,,,,,,,,,,53.740,0.4225445275,,,,,53.740,1.2864831525,,
,,,,,,,,,,53.750,0.4052657550,,,,,53.750,1.2927663425,,
,,,,,,,,,,53.760,0.3879869825,,,,,53.760,1.2990495325,,
,,,,,,,,,,53.770,0.3707082100,,,,,53.770,1.3037619250,,
,,,,,,,,,,53.780,0.3534294375,,,,,53.780,1.3084743175,,
,,,,,,,,,,53.790,0.3361506650,,,,,53.790,1.3116159125,,
,,,,,,,,,,53.800,0.3188718925,,,,,53.800,1.3147575075,,
,,,,,,,,,,53.810,0.3015931200,,,,,53.810,1.3163283050,,
,,,,,,,,,,53.820,0.2843143475,,,,,53.820,1.3163283050,,
,,,,,,,,,,53.830,0.2670355750,,,,,53.830,1.3163283050,,
,,,,,,,,,,53.840,0.2497568025,,,,,53.840,1.3163283050,,
,,,,,,,,,,53.850,0.2340488275,,,,,53.850,1.3131867100,,
,,,,,,,,,,53.860,0.2167700550,,,,,53.860,1.3100451150,,
,,,,,,,,,,53.870,0.1994912825,,,,,53.870,1.3069035200,,
,,,,,,,,,,53.880,0.1837833075,,,,,53.880,1.3021911275,,
,,,,,,,,,,53.890,0.1680753325,,,,,53.890,1.2959079375,,
,,,,,,,,,,53.900,0.1523673575,,,,,53.900,1.2896247475,,
,,,,,,,,,,53.910,0.1366593825,,,,,53.910,1.2817707600,,
,,,,,,,,,,53.920,0.1225222050,,,,,53.920,1.2723459750,,
,,,,,,,,,,53.930,0.1068142300,,,,,53.930,1.2629211900,,
,,,,,,,,,,53.940,0.0926770525,,,,,53.940,1.2534964050,,
,,,,,,,,,,53.950,0.0785398750,,,,,53.950,1.2425008225,,
,,,,,,,,,,53.960,0.0659734950,,,,,53.960,1.2299344425,,
,,,,,,,,,,53.970,0.0518363175,,,,,53.970,1.2173680625,,
,,,,,,,,,,53.980,0.0392699375,,,,,53.980,1.2032308850,,
,,,,,,,,,,53.990,0.0282743550,,,,,53.990,1.1890937075,,
,,,,,,,,,,54.000,0.0157079750,,,,,54.000,1.1749565300,,
,,,,,,,,,,54.010,0.0047123925,,,,,54.010,1.1592485550,,
,,,,,,,,,,54.020,-0.0062831900,,,,,54.020,1.1419697825,,
,,,,,,,,,,54.030,-0.0157079750,,,,,54.030,1.1246910100,,
,,,,,,,,,,54.040,-0.0251327600,,,,,54.040,1.1074122375,,
,,,,,,,,,,54.050,-0.0345575450,,,,,54.050,1.0885626675,,
,,,,,,,,,,54.060,-0.0424115325,,,,,54.060,1.0697130975,,
,,,,,,,,,,54.070,-0.0502655200,,,,,54.070,1.0508635275,,
,,,,,,,,,,54.080,-0.0565487100,,,,,54.080,1.0304431600,,
,,,,,,,,,,54.090,-0.0644026975,,,,,54.090,1.0084519950,,
,,,,,,,,,,54.100,-0.0691150900,,,,,54.100,0.9880316275,,
,,,,,,,,,,54.110,-0.0753982800,,,,,54.110,0.9660404625,,
,,,,,,,,,,54.120,-0.0801106725,,,,,54.120,0.9440492975,,
,,,,,,,,,,54.130,-0.0832522675,,,,,54.130,0.9220581325,,
,,,,,,,,,,54.140,-0.0863938625,,,,,54.140,0.8984961700,,
,,,,,,,,,,54.150,-0.0895354575,,,,,54.150,0.8765050050,,
,,,,,,,,,,54.160,-0.0911062550,,,,,54.160,0.8529430425,,
,,,,,,,,,,54.170,-0.0926770525,,,,,54.170,0.8293810800,,
,,,,,,,,,,54.180,-0.0926770525,,,,,54.180,0.8058191175,,
,,,,,,,,,,54.190,-0.0926770525,,,,,54.190,0.7806863575,,
,,,,,,,,,,54.200,-0.0926770525,,,,,54.200,0.7571243950,,
