"Time (s) 0","Angle, Ch P1 (rad) 0","Time (s) 0.04","Angle, Ch P1 (rad) 0.04","Time (s) 0.06","Angle, Ch P1 (rad) 0.06","Time (s) 0.1","Angle, Ch P1 (rad) 0.1","Time (s) 0.15","Angle, Ch P1 (rad) 0.15","Time (s) 0.2","Angle, Ch P1 (rad) 0.2","Time (s) 0.25","Angle, Ch P1 (rad) 0.25","Time (s) 0.3","Angle, Ch P1 (rad) 0.3","Time (s) 0.35","Angle, Ch P1 (rad) 0.35","Time (s) 0.4","Angle, Ch P1 (rad) 0.4","Time (s) 0.44","Angle, Ch P1 (rad) 0.44","Time (s) 0.46","Angle, Ch P1 (rad) 0.46","Time (s) 0.47","Angle, Ch P1 (rad) 0.47","Time (s) 0.49","Angle, Ch P1 (rad) 0.49","Time (s) 0.52","Angle, Ch P1 (rad) 0.52","Time (s) 0.51","Angle, Ch P1 (rad) 0.51","Time (s) 0.5","Angle, Ch P1 (rad) 0.5"
0.590,0.1665045350,0.590,-0.1413717750,0.590,0.2136284600,0.590,-0.0078539875,0.590,0.1272345975,0.590,-0.2843143475,0.590,0.0769690775,0.590,-0.2261948400,0.590,-0.2026328775,0.590,-0.2843143475,0.590,-0.0282743550,0.590,0.2497568025,0.590,-0.0219911650,0.590,-0.1539381550,0.590,0.0534071150,0.590,0.0125663800,0.590,-0.1225222050
0.600,0.1633629400,0.600,-0.1398009775,0.600,0.2167700550,0.600,-0.0157079750,0.600,0.1193806100,0.600,-0.2811727525,0.600,0.0691150900,0.600,-0.2293364350,0.600,-0.1994912825,0.600,-0.2811727525,0.600,-0.0329867475,0.600,0.2513276000,0.600,-0.0157079750,0.600,-0.1476549650,0.600,0.0455531275,0.600,0.0204203675,0.600,-0.1319469900
0.610,0.1617921425,0.610,-0.1398009775,0.610,0.2199116500,0.610,-0.0235619625,0.610,0.1115266225,0.610,-0.2796019550,0.610,0.0628319000,0.610,-0.2309072325,0.610,-0.1979204850,0.610,-0.2780311575,0.610,-0.0392699375,0.610,0.2528983975,0.610,-0.0094247850,0.610,-0.1398009775,0.610,0.0392699375,0.610,0.0267035575,0.610,-0.1413717750
0.620,0.1586505475,0.620,-0.1382301800,0.620,0.2230532450,0.620,-0.0298451525,0.620,0.1021018375,0.620,-0.2764603600,0.620,0.0565487100,0.620,-0.2340488275,0.620,-0.1947788900,0.620,-0.2748895625,0.620,-0.0439823300,0.620,0.2528983975,0.620,-0.0031415950,0.620,-0.1319469900,0.620,0.0314159500,0.620,0.0329867475,0.620,-0.1492257625
0.630,0.1555089525,0.630,-0.1350885850,0.630,0.2261948400,0.630,-0.0376991400,0.630,0.0942478500,0.630,-0.2748895625,0.630,0.0486947225,0.630,-0.2371904225,0.630,-0.1932080925,0.630,-0.2717479675,0.630,-0.0486947225,0.630,0.2528983975,0.630,0.0031415950,0.630,-0.1240930025,0.630,0.0251327600,0.630,0.0392699375,0.630,-0.1570797500
0.640,0.1523673575,0.640,-0.1335177875,0.640,0.2277656375,0.640,-0.0455531275,0.640,0.0863938625,0.640,-0.2717479675,0.640,0.0424115325,0.640,-0.2387612200,0.640,-0.1900664975,0.640,-0.2670355750,0.640,-0.0534071150,0.640,0.2513276000,0.640,0.0078539875,0.640,-0.1178098125,0.640,0.0188495700,0.640,0.0455531275,0.640,-0.1633629400
0.650,0.1492257625,0.650,-0.1319469900,0.650,0.2309072325,0.650,-0.0534071150,0.650,0.0769690775,0.650,-0.2686063725,0.650,0.0361283425,0.650,-0.2403320175,0.650,-0.1869249025,0.650,-0.2623231825,0.650,-0.0581195075,0.650,0.2513276000,0.650,0.0141371775,0.650,-0.1099558250,0.650,0.0109955825,0.650,0.0502655200,0.650,-0.1680753325
0.660,0.1460841675,0.660,-0.1288053950,0.660,0.2324780300,0.660,-0.0596903050,0.660,0.0691150900,0.660,-0.2638939800,0.660,0.0282743550,0.660,-0.2403320175,0.660,-0.1822125100,0.660,-0.2576107900,0.660,-0.0612611025,0.660,0.2481860050,0.660,0.0188495700,0.660,-0.1036726350,0.660,0.0047123925,0.660,0.0565487100,0.660,-0.1743585225
0.670,0.1429425725,0.670,-0.1272345975,0.670,0.2340488275,0.670,-0.0675442925,0.670,0.0596903050,0.670,-0.2591815875,0.670,0.0219911650,0.670,-0.2419028150,0.670,-0.1790709150,0.670,-0.2513276000,0.670,-0.0644026975,0.670,0.2466152075,0.670,0.0235619625,0.670,-0.0958186475,0.670,1.5612511284E-17,0.670,0.0612611025,0.670,-0.1790709150
0.680,0.1398009775,0.680,-0.1240930025,0.680,0.2356196250,0.680,-0.0753982800,0.680,0.0518363175,0.680,-0.2560399925,0.680,0.0157079750,0.680,-0.2419028150,0.680,-0.1743585225,0.680,-0.2450444100,0.680,-0.0675442925,0.680,0.2419028150,0.680,0.0282743550,0.680,-0.0879646600,0.680,-0.0062831900,0.680,0.0644026975,0.680,-0.1822125100
0.690,0.1366593825,0.690,-0.1225222050,0.690,0.2371904225,0.690,-0.0816814700,0.690,0.0439823300,0.690,-0.2513276000,0.690,0.0094247850,0.690,-0.2419028150,0.690,-0.1712169275,0.690,-0.2387612200,0.690,-0.0706858875,0.690,0.2387612200,0.690,0.0314159500,0.690,-0.0816814700,0.690,-0.0109955825,0.690,0.0691150900,0.690,-0.1853541050
0.700,0.1319469900,0.700,-0.1193806100,0.700,0.2387612200,0.700,-0.0879646600,0.700,0.0345575450,0.700,-0.2466152075,0.700,0.0015707975,0.700,-0.2419028150,0.700,-0.1665045350,0.700,-0.2324780300,0.700,-0.0738274825,0.700,0.2340488275,0.700,0.0361283425,0.700,-0.0738274825,0.700,-0.0157079750,0.700,0.0722566850,0.700,-0.1869249025
0.710,0.1288053950,0.710,-0.1178098125,0.710,0.2403320175,0.710,-0.0958186475,0.710,0.0267035575,0.710,-0.2403320175,0.710,-0.0047123925,0.710,-0.2403320175,0.710,-0.1617921425,0.710,-0.2246240425,0.710,-0.0753982800,0.710,0.2293364350,0.710,0.0392699375,0.710,-0.0675442925,0.710,-0.0188495700,0.710,0.0753982800,0.710,-0.1869249025
0.720,0.1240930025,0.720,-0.1146682175,0.720,0.2403320175,0.720,-0.1021018375,0.720,0.0188495700,0.720,-0.2356196250,0.720,-0.0109955825,0.720,-0.2387612200,0.720,-0.1570797500,0.720,-0.2167700550,0.720,-0.0769690775,0.720,0.2246240425,0.720,0.0424115325,0.720,-0.0596903050,0.720,-0.0235619625,0.720,0.0769690775,0.720,-0.1884957000
0.730,0.1193806100,0.730,-0.1115266225,0.730,0.2419028150,0.730,-0.1083850275,0.730,0.0094247850,0.730,-0.2309072325,0.730,-0.0172787725,0.730,-0.2371904225,0.730,-0.1523673575,0.730,-0.2104868650,0.730,-0.0785398750,0.730,0.2183408525,0.730,0.0439823300,0.730,-0.0534071150,0.730,-0.0267035575,0.730,0.0801106725,0.730,-0.1869249025
0.740,0.1162390150,0.740,-0.1083850275,0.740,0.2419028150,0.740,-0.1162390150,0.740,0.0015707975,0.740,-0.2246240425,0.740,-0.0219911650,0.740,-0.2356196250,0.740,-0.1460841675,0.740,-0.2026328775,0.740,-0.0801106725,0.740,0.2120576625,0.740,0.0471239250,0.740,-0.0471239250,0.740,-0.0298451525,0.740,0.0801106725,0.740,-0.1869249025
0.750,0.1115266225,0.750,-0.1052434325,0.750,0.2419028150,0.750,-0.1225222050,0.750,-0.0062831900,0.750,-0.2183408525,0.750,-0.0282743550,0.750,-0.2324780300,0.750,-0.1413717750,0.750,-0.1947788900,0.750,-0.0801106725,0.750,0.2042036750,0.750,0.0486947225,0.750,-0.0424115325,0.750,-0.0329867475,0.750,0.0816814700,0.750,-0.1837833075
0.760,0.1068142300,0.760,-0.1021018375,0.760,0.2419028150,0.760,-0.1272345975,0.760,-0.0141371775,0.760,-0.2136284600,0.760,-0.0345575450,0.760,-0.2309072325,0.760,-0.1366593825,0.760,-0.1853541050,0.760,-0.0816814700,0.760,0.1963496875,0.760,0.0502655200,0.760,-0.0376991400,0.760,-0.0361283425,0.760,0.0816814700,0.760,-0.1806417125
0.770,0.1021018375,0.770,-0.0989602425,0.770,0.2419028150,0.770,-0.1335177875,0.770,-0.0219911650,0.770,-0.2073452700,0.770,-0.0392699375,0.770,-0.2277656375,0.770,-0.1303761925,0.770,-0.1775001175,0.770,-0.0816814700,0.770,0.1884957000,0.770,0.0502655200,0.770,-0.0329867475,0.770,-0.0376991400,0.770,0.0816814700,0.770,-0.1775001175
0.780,0.0989602425,0.780,-0.0958186475,0.780,0.2419028150,0.780,-0.1398009775,0.780,-0.0298451525,0.780,-0.2010620800,0.780,-0.0439823300,0.780,-0.2246240425,0.780,-0.1256638000,0.780,-0.1680753325,0.780,-0.0801106725,0.780,0.1806417125,0.780,0.0518363175,0.780,-0.0282743550,0.780,-0.0392699375,0.780,0.0801106725,0.780,-0.1727877250
0.790,0.0942478500,0.790,-0.0926770525,0.790,0.2403320175,0.790,-0.1445133700,0.790,-0.0361283425,0.790,-0.1947788900,0.790,-0.0502655200,0.790,-0.2199116500,0.790,-0.1193806100,0.790,-0.1602213450,0.790,-0.0801106725,0.790,0.1727877250,0.790,0.0518363175,0.790,-0.0235619625,0.790,-0.0408407350,0.790,0.0801106725,0.790,-0.1665045350
0.800,0.0895354575,0.800,-0.0895354575,0.800,0.2403320175,0.800,-0.1507965600,0.800,-0.0439823300,0.800,-0.1884957000,0.800,-0.0549779125,0.800,-0.2167700550,0.800,-0.1130974200,0.800,-0.1507965600,0.800,-0.0785398750,0.800,0.1633629400,0.800,0.0518363175,0.800,-0.0188495700,0.800,-0.0408407350,0.800,0.0769690775,0.800,-0.1602213450
0.810,0.0848230650,0.810,-0.0863938625,0.810,0.2387612200,0.810,-0.1555089525,0.810,-0.0518363175,0.810,-0.1822125100,0.810,-0.0581195075,0.810,-0.2120576625,0.810,-0.1083850275,0.810,-0.1429425725,0.810,-0.0769690775,0.810,0.1539381550,0.810,0.0518363175,0.810,-0.0141371775,0.810,-0.0408407350,0.810,0.0753982800,0.810,-0.1539381550
0.820,0.0801106725,0.820,-0.0832522675,0.820,0.2371904225,0.820,-0.1602213450,0.820,-0.0581195075,0.820,-0.1743585225,0.820,-0.0628319000,0.820,-0.2073452700,0.820,-0.1021018375,0.820,-0.1335177875,0.820,-0.0738274825,0.820,0.1445133700,0.820,0.0502655200,0.820,-0.0109955825,0.820,-0.0408407350,0.820,0.0722566850,0.820,-0.1460841675
0.830,0.0753982800,0.830,-0.0801106725,0.830,0.2356196250,0.830,-0.1649337375,0.830,-0.0644026975,0.830,-0.1680753325,0.830,-0.0675442925,0.830,-0.2026328775,0.830,-0.0958186475,0.830,-0.1256638000,0.830,-0.0722566850,0.830,0.1350885850,0.830,0.0486947225,0.830,-0.0078539875,0.830,-0.0408407350,0.830,0.0691150900,0.830,-0.1382301800
0.840,0.0706858875,0.840,-0.0769690775,0.840,0.2340488275,0.840,-0.1696461300,0.840,-0.0706858875,0.840,-0.1617921425,0.840,-0.0706858875,0.840,-0.1963496875,0.840,-0.0911062550,0.840,-0.1162390150,0.840,-0.0691150900,0.840,0.1240930025,0.840,0.0471239250,0.840,-0.0047123925,0.840,-0.0392699375,0.840,0.0659734950,0.840,-0.1288053950
0.850,0.0659734950,0.850,-0.0722566850,0.850,0.2324780300,0.850,-0.1727877250,0.850,-0.0769690775,0.850,-0.1555089525,0.850,-0.0738274825,0.850,-0.1916372950,0.850,-0.0848230650,0.850,-0.1068142300,0.850,-0.0659734950,0.850,0.1146682175,0.850,0.0455531275,0.850,-0.0015707975,0.850,-0.0376991400,0.850,0.0612611025,0.850,-0.1193806100
0.860,0.0612611025,0.860,-0.0691150900,0.860,0.2309072325,0.860,-0.1759293200,0.860,-0.0832522675,0.860,-0.1476549650,0.860,-0.0769690775,0.860,-0.1853541050,0.860,-0.0801106725,0.860,-0.0989602425,0.860,-0.0612611025,0.860,0.1036726350,0.860,0.0424115325,0.860,1.0842021725E-18,0.860,-0.0361283425,0.860,0.0565487100,0.860,-0.1083850275
0.870,0.0565487100,0.870,-0.0659734950,0.870,0.2277656375,0.870,-0.1806417125,0.870,-0.0895354575,0.870,-0.1413717750,0.870,-0.0801106725,0.870,-0.1790709150,0.870,-0.0738274825,0.870,-0.0911062550,0.870,-0.0581195075,0.870,0.0942478500,0.870,0.0392699375,0.870,0.0015707975,0.870,-0.0329867475,0.870,0.0518363175,0.870,-0.0973894450
0.880,0.0518363175,0.880,-0.0628319000,0.880,0.2246240425,0.880,-0.1837833075,0.880,-0.0942478500,0.880,-0.1350885850,0.880,-0.0816814700,0.880,-0.1727877250,0.880,-0.0691150900,0.880,-0.0832522675,0.880,-0.0534071150,0.880,0.0832522675,0.880,0.0361283425,0.880,0.0031415950,0.880,-0.0298451525,0.880,0.0455531275,0.880,-0.0863938625
0.890,0.0486947225,0.890,-0.0596903050,0.890,0.2230532450,0.890,-0.1869249025,0.890,-0.0989602425,0.890,-0.1272345975,0.890,-0.0848230650,0.890,-0.1665045350,0.890,-0.0628319000,0.890,-0.0738274825,0.890,-0.0486947225,0.890,0.0738274825,0.890,0.0329867475,0.890,0.0031415950,0.890,-0.0267035575,0.890,0.0408407350,0.890,-0.0753982800
0.900,0.0439823300,0.900,-0.0549779125,0.900,0.2199116500,0.900,-0.1884957000,0.900,-0.1036726350,0.900,-0.1209514075,0.900,-0.0863938625,0.900,-0.1602213450,0.900,-0.0581195075,0.900,-0.0675442925,0.900,-0.0439823300,0.900,0.0628319000,0.900,0.0282743550,0.900,0.0047123925,0.900,-0.0219911650,0.900,0.0345575450,0.900,-0.0628319000
0.910,0.0392699375,0.910,-0.0518363175,0.910,0.2167700550,0.910,-0.1916372950,0.910,-0.1083850275,0.910,-0.1146682175,0.910,-0.0879646600,0.910,-0.1523673575,0.910,-0.0534071150,0.910,-0.0596903050,0.910,-0.0392699375,0.910,0.0534071150,0.910,0.0235619625,0.910,0.0047123925,0.910,-0.0172787725,0.910,0.0267035575,0.910,-0.0518363175
0.920,0.0345575450,0.920,-0.0486947225,0.920,0.2136284600,0.920,-0.1932080925,0.920,-0.1130974200,0.920,-0.1083850275,0.920,-0.0879646600,0.920,-0.1460841675,0.920,-0.0471239250,0.920,-0.0518363175,0.920,-0.0345575450,0.920,0.0424115325,0.920,0.0188495700,0.920,0.0031415950,0.920,-0.0125663800,0.920,0.0204203675,0.920,-0.0392699375
0.930,0.0298451525,0.930,-0.0455531275,0.930,0.2104868650,0.930,-0.1947788900,0.930,-0.1162390150,0.930,-0.1021018375,0.930,-0.0895354575,0.930,-0.1382301800,0.930,-0.0424115325,0.930,-0.0455531275,0.930,-0.0282743550,0.930,0.0329867475,0.930,0.0141371775,0.930,0.0031415950,0.930,-0.0078539875,0.930,0.0125663800,0.930,-0.0251327600
0.940,0.0251327600,0.940,-0.0408407350,0.940,0.2057744725,0.940,-0.1963496875,0.940,-0.1193806100,0.940,-0.0958186475,0.940,-0.0895354575,0.940,-0.1319469900,0.940,-0.0376991400,0.940,-0.0376991400,0.940,-0.0219911650,0.940,0.0235619625,0.940,0.0094247850,0.940,0.0015707975,0.940,-0.0031415950,0.940,0.0047123925,0.940,-0.0125663800
0.950,0.0204203675,0.950,-0.0376991400,0.950,0.2026328775,0.950,-0.1979204850,0.950,-0.1225222050,0.950,-0.0895354575,0.950,-0.0895354575,0.950,-0.1240930025,0.950,-0.0345575450,0.950,-0.0314159500,0.950,-0.0157079750,0.950,0.0141371775,0.950,0.0031415950,0.950,-0.0015707975,0.950,0.0031415950,0.950,-0.0031415950,0.950,0.0015707975
0.960,0.0172787725,0.960,-0.0345575450,0.960,0.1994912825,0.960,-0.1979204850,0.960,-0.1256638000,0.960,-0.0832522675,0.960,-0.0895354575,0.960,-0.1178098125,0.960,-0.0298451525,0.960,-0.0251327600,0.960,-0.0109955825,0.960,0.0047123925,0.960,-0.0015707975,0.960,-0.0031415950,0.960,0.0094247850,0.960,-0.0094247850,0.960,0.0157079750
0.970,0.0125663800,0.970,-0.0314159500,0.970,0.1947788900,0.970,-0.1994912825,0.970,-0.1272345975,0.970,-0.0769690775,0.970,-0.0895354575,0.970,-0.1099558250,0.970,-0.0251327600,0.970,-0.0204203675,0.970,-0.0031415950,0.970,-0.0047123925,0.970,-0.0078539875,0.970,-0.0062831900,0.970,0.0157079750,0.970,-0.0188495700,0.970,0.0282743550
0.980,0.0078539875,0.980,-0.0282743550,0.980,0.1900664975,0.980,-0.1994912825,0.980,-0.1303761925,0.980,-0.0691150900,0.980,-0.0879646600,0.980,-0.1021018375,0.980,-0.0219911650,0.980,-0.0141371775,0.980,0.0031415950,0.980,-0.0125663800,0.980,-0.0141371775,0.980,-0.0094247850,0.980,0.0219911650,0.980,-0.0267035575,0.980,0.0424115325
0.990,0.0031415950,0.990,-0.0251327600,0.990,0.1869249025,0.990,-0.1994912825,0.990,-0.1319469900,0.990,-0.0628319000,0.990,-0.0879646600,0.990,-0.0942478500,0.990,-0.0188495700,0.990,-0.0094247850,0.990,0.0094247850,0.990,-0.0219911650,0.990,-0.0204203675,0.990,-0.0125663800,0.990,0.0282743550,0.990,-0.0345575450,0.990,0.0549779125
1.000,-0.0015707975,1.000,-0.0219911650,1.000,0.1822125100,1.000,-0.1994912825,1.000,-0.1335177875,1.000,-0.0581195075,1.000,-0.0863938625,1.000,-0.0879646600,1.000,-0.0157079750,1.000,-0.0047123925,1.000,0.0157079750,1.000,-0.0298451525,1.000,-0.0267035575,1.000,-0.0172787725,1.000,0.0345575450,1.000,-0.0439823300,1.000,0.0675442925
1.010,-0.0047123925,1.010,-0.0188495700,1.010,0.1775001175,1.010,-0.1979204850,1.010,-0.1350885850,1.010,-0.0518363175,1.010,-0.0832522675,1.010,-0.0801106725,1.010,-0.0125663800,1.010,-0.0015707975,1.010,0.0219911650,1.010,-0.0376991400,1.010,-0.0329867475,1.010,-0.0219911650,1.010,0.0424115325,1.010,-0.0518363175,1.010,0.0801106725
1.020,-0.0094247850,1.020,-0.0157079750,1.020,0.1727877250,1.020,-0.1963496875,1.020,-0.1350885850,1.020,-0.0455531275,1.020,-0.0816814700,1.020,-0.0722566850,1.020,-0.0094247850,1.020,0.0015707975,1.020,0.0282743550,1.020,-0.0439823300,1.020,-0.0408407350,1.020,-0.0267035575,1.020,0.0486947225,1.020,-0.0596903050,1.020,0.0926770525
1.030,-0.0125663800,1.030,-0.0125663800,1.030,0.1680753325,1.030,-0.1947788900,1.030,-0.1350885850,1.030,-0.0408407350,1.030,-0.0785398750,1.030,-0.0659734950,1.030,-0.0062831900,1.030,0.0047123925,1.030,0.0361283425,1.030,-0.0518363175,1.030,-0.0471239250,1.030,-0.0314159500,1.030,0.0565487100,1.030,-0.0691150900,1.030,0.1036726350
1.040,-0.0157079750,1.040,-0.0094247850,1.040,0.1633629400,1.040,-0.1932080925,1.040,-0.1350885850,1.040,-0.0361283425,1.040,-0.0769690775,1.040,-0.0581195075,1.040,-0.0047123925,1.040,0.0078539875,1.040,0.0424115325,1.040,-0.0581195075,1.040,-0.0534071150,1.040,-0.0376991400,1.040,0.0644026975,1.040,-0.0769690775,1.040,0.1162390150
1.050,-0.0204203675,1.050,-0.0062831900,1.050,0.1586505475,1.050,-0.1916372950,1.050,-0.1350885850,1.050,-0.0314159500,1.050,-0.0738274825,1.050,-0.0518363175,1.050,-0.0031415950,1.050,0.0109955825,1.050,0.0486947225,1.050,-0.0628319000,1.050,-0.0596903050,1.050,-0.0439823300,1.050,0.0722566850,1.050,-0.0848230650,1.050,0.1288053950
1.060,-0.0235619625,1.060,-0.0047123925,1.060,0.1539381550,1.060,-0.1900664975,1.060,-0.1335177875,1.060,-0.0267035575,1.060,-0.0691150900,1.060,-0.0439823300,1.060,-0.0015707975,1.060,0.0125663800,1.060,0.0549779125,1.060,-0.0675442925,1.060,-0.0675442925,1.060,-0.0486947225,1.060,0.0801106725,1.060,-0.0926770525,1.060,0.1398009775
1.070,-0.0267035575,1.070,-0.0015707975,1.070,0.1492257625,1.070,-0.1869249025,1.070,-0.1319469900,1.070,-0.0219911650,1.070,-0.0659734950,1.070,-0.0376991400,1.070,-1.4311468677E-17,1.070,0.0125663800,1.070,0.0612611025,1.070,-0.0722566850,1.070,-0.0738274825,1.070,-0.0549779125,1.070,0.0863938625,1.070,-0.1005310400,1.070,0.1523673575
1.080,-0.0298451525,1.080,0.0015707975,1.080,0.1429425725,1.080,-0.1837833075,1.080,-0.1303761925,1.080,-0.0188495700,1.080,-0.0628319000,1.080,-0.0314159500,1.080,0.0015707975,1.080,0.0141371775,1.080,0.0675442925,1.080,-0.0769690775,1.080,-0.0801106725,1.080,-0.0612611025,1.080,0.0942478500,1.080,-0.1068142300,1.080,0.1633629400
1.090,-0.0314159500,1.090,0.0031415950,1.090,0.1382301800,1.090,-0.1806417125,1.090,-0.1288053950,1.090,-0.0141371775,1.090,-0.0581195075,1.090,-0.0251327600,1.090,0.0015707975,1.090,0.0141371775,1.090,0.0738274825,1.090,-0.0801106725,1.090,-0.0879646600,1.090,-0.0675442925,1.090,0.1021018375,1.090,-0.1146682175,1.090,0.1743585225
1.100,-0.0345575450,1.100,0.0062831900,1.100,0.1335177875,1.100,-0.1775001175,1.100,-0.1256638000,1.100,-0.0109955825,1.100,-0.0534071150,1.100,-0.0188495700,1.100,0.0015707975,1.100,0.0125663800,1.100,0.0801106725,1.100,-0.0832522675,1.100,-0.0942478500,1.100,-0.0753982800,1.100,0.1099558250,1.100,-0.1209514075,1.100,0.1837833075
1.110,-0.0376991400,1.110,0.0078539875,1.110,0.1272345975,1.110,-0.1727877250,1.110,-0.1240930025,1.110,-0.0078539875,1.110,-0.0486947225,1.110,-0.0125663800,1.110,0.0015707975,1.110,0.0125663800,1.110,0.0863938625,1.110,-0.0848230650,1.110,-0.1005310400,1.110,-0.0816814700,1.110,0.1162390150,1.110,-0.1272345975,1.110,0.1932080925
1.120,-0.0392699375,1.120,0.0094247850,1.120,0.1225222050,1.120,-0.1696461300,1.120,-0.1209514075,1.120,-0.0047123925,1.120,-0.0439823300,1.120,-0.0062831900,1.120,0.0015707975,1.120,0.0109955825,1.120,0.0926770525,1.120,-0.0863938625,1.120,-0.1068142300,1.120,-0.0895354575,1.120,0.1240930025,1.120,-0.1335177875,1.120,0.2010620800
1.130,-0.0424115325,1.130,0.0125663800,1.130,0.1178098125,1.130,-0.1649337375,1.130,-0.1178098125,1.130,-0.0031415950,1.130,-0.0376991400,1.130,-0.0015707975,1.130,0.0015707975,1.130,0.0094247850,1.130,0.0973894450,1.130,-0.0863938625,1.130,-0.1130974200,1.130,-0.0973894450,1.130,0.1303761925,1.130,-0.1398009775,1.130,0.2089160675
1.140,-0.0439823300,1.140,0.0141371775,1.140,0.1130974200,1.140,-0.1602213450,1.140,-0.1130974200,1.140,-0.0015707975,1.140,-0.0329867475,1.140,0.0047123925,1.140,-1.4311468677E-17,1.140,0.0062831900,1.140,0.1036726350,1.140,-0.0879646600,1.140,-0.1178098125,1.140,-0.1036726350,1.140,0.1382301800,1.140,-0.1476549650,1.140,0.2167700550
1.150,-0.0455531275,1.150,0.0157079750,1.150,0.1068142300,1.150,-0.1555089525,1.150,-0.1083850275,1.150,0.0015707975,1.150,-0.0267035575,1.150,0.0094247850,1.150,-0.0015707975,1.150,0.0031415950,1.150,0.1083850275,1.150,-0.0879646600,1.150,-0.1240930025,1.150,-0.1115266225,1.150,0.1445133700,1.150,-0.1523673575,1.150,0.2230532450
1.160,-0.0471239250,1.160,0.0172787725,1.160,0.1021018375,1.160,-0.1507965600,1.160,-0.1052434325,1.160,0.0031415950,1.160,-0.0219911650,1.160,0.0141371775,1.160,-0.0031415950,1.160,-1.8214596498E-17,1.160,0.1130974200,1.160,-0.0863938625,1.160,-0.1288053950,1.160,-0.1193806100,1.160,0.1507965600,1.160,-0.1586505475,1.160,0.2293364350
1.170,-0.0486947225,1.170,0.0188495700,1.170,0.0973894450,1.170,-0.1445133700,1.170,-0.1005310400,1.170,0.0031415950,1.170,-0.0157079750,1.170,0.0172787725,1.170,-0.0047123925,1.170,-0.0031415950,1.170,0.1178098125,1.170,-0.0848230650,1.170,-0.1350885850,1.170,-0.1272345975,1.170,0.1555089525,1.170,-0.1633629400,1.170,0.2356196250
1.180,-0.0502655200,1.180,0.0188495700,1.180,0.0911062550,1.180,-0.1398009775,1.180,-0.0942478500,1.180,0.0047123925,1.180,-0.0094247850,1.180,0.0219911650,1.180,-0.0062831900,1.180,-0.0078539875,1.180,0.1209514075,1.180,-0.0832522675,1.180,-0.1398009775,1.180,-0.1335177875,1.180,0.1617921425,1.180,-0.1680753325,1.180,0.2387612200
1.190,-0.0518363175,1.190,0.0204203675,1.190,0.0863938625,1.190,-0.1335177875,1.190,-0.0895354575,1.190,0.0047123925,1.190,-0.0031415950,1.190,0.0251327600,1.190,-0.0094247850,1.190,-0.0125663800,1.190,0.1256638000,1.190,-0.0801106725,1.190,-0.1445133700,1.190,-0.1413717750,1.190,0.1665045350,1.190,-0.1727877250,1.190,0.2434736125
1.200,-0.0534071150,1.200,0.0219911650,1.200,0.0816814700,1.200,-0.1272345975,1.200,-0.0832522675,1.200,0.0047123925,1.200,0.0031415950,1.200,0.0282743550,1.200,-0.0125663800,1.200,-0.0172787725,1.200,0.1288053950,1.200,-0.0769690775,1.200,-0.1476549650,1.200,-0.1476549650,1.200,0.1712169275,1.200,-0.1759293200,1.200,0.2450444100
1.210,-0.0534071150,1.210,0.0219911650,1.210,0.0769690775,1.210,-0.1225222050,1.210,-0.0769690775,1.210,0.0047123925,1.210,0.0094247850,1.210,0.0314159500,1.210,-0.0157079750,1.210,-0.0235619625,1.210,0.1319469900,1.210,-0.0722566850,1.210,-0.1523673575,1.210,-0.1555089525,1.210,0.1759293200,1.210,-0.1790709150,1.210,0.2466152075
1.220,-0.0534071150,1.220,0.0235619625,1.220,0.0722566850,1.220,-0.1162390150,1.220,-0.0722566850,1.220,0.0047123925,1.220,0.0172787725,1.220,0.0345575450,1.220,-0.0188495700,1.220,-0.0298451525,1.220,0.1350885850,1.220,-0.0691150900,1.220,-0.1555089525,1.220,-0.1633629400,1.220,0.1806417125,1.220,-0.1822125100,1.220,0.2481860050
1.230,-0.0549779125,1.230,0.0235619625,1.230,0.0675442925,1.230,-0.1083850275,1.230,-0.0644026975,1.230,0.0031415950,1.230,0.0235619625,1.230,0.0376991400,1.230,-0.0219911650,1.230,-0.0361283425,1.230,0.1366593825,1.230,-0.0628319000,1.230,-0.1586505475,1.230,-0.1696461300,1.230,0.1853541050,1.230,-0.1853541050,1.230,0.2481860050
1.240,-0.0549779125,1.240,0.0235619625,1.240,0.0628319000,1.240,-0.1021018375,1.240,-0.0581195075,1.240,0.0031415950,1.240,0.0298451525,1.240,0.0392699375,1.240,-0.0267035575,1.240,-0.0424115325,1.240,0.1398009775,1.240,-0.0581195075,1.240,-0.1617921425,1.240,-0.1759293200,1.240,0.1900664975,1.240,-0.1869249025,1.240,0.2481860050
1.250,-0.0549779125,1.250,0.0235619625,1.250,0.0581195075,1.250,-0.0958186475,1.250,-0.0518363175,1.250,0.0015707975,1.250,0.0361283425,1.250,0.0408407350,1.250,-0.0298451525,1.250,-0.0486947225,1.250,0.1413717750,1.250,-0.0518363175,1.250,-0.1633629400,1.250,-0.1822125100,1.250,0.1932080925,1.250,-0.1884957000,1.250,0.2481860050
1.260,-0.0549779125,1.260,0.0235619625,1.260,0.0534071150,1.260,-0.0895354575,1.260,-0.0439823300,1.260,-0.0015707975,1.260,0.0439823300,1.260,0.0424115325,1.260,-0.0345575450,1.260,-0.0565487100,1.260,0.1429425725,1.260,-0.0455531275,1.260,-0.1665045350,1.260,-0.1884957000,1.260,0.1947788900,1.260,-0.1900664975,1.260,0.2450444100
